id,nameFirst,nameLast,address,city,st,zip,creditCard,balance
1816,Margaret,Small,2979 Rowes Lane,Owensboro,KY,42301,MasterCard,11368.76
1817,Pedro,Faust,2418 Fieldcrest Road,New York,NY,10011,MasterCard,5413.74
1818,Randal,Huynh,1253 Grove Avenue,Manitou,OK,73555,Visa,0.00
1819,David,Wiggins,4709 Public Works Drive,Chattanooga,TN,37421,Visa,0.00
1820,Sandra,Melendrez,1122 Coleman Avenue,Baker,CA,92309,MasterCard,8266.37
1821,Kim,Sheffield,4968 Fairfield Road,Town Of Brookfield,WI,53186,Visa,7281.77
1822,Bobby,Long,2989 Hillhaven Drive,Los Angeles,CA,90017,Visa,2441.55
1823,Donald,Pritchett,2184 Andy Street,Sioux Falls,SD,57102,MasterCard,0.00
1824,Tony,Ruggles,4522 Wilson Street,Palm Desert,CA,92260,MasterCard,8370.50
1825,Marian,Salem,2149 Sycamore Road,Bend,OR,97701,Visa,5521.66
1826,Jason,White,3672 Aspen Court,Boston,MA,02114,Visa,13405.96
1827,Enrique,Harris,4901 Terry Lane,Titusville,FL,32796,Visa,10909.72
1828,Vanessa,Robards,3701 Hickory Lane,Washington,DC,20005,MasterCard,7333.39
1829,Jeff,Herdon,2635 Lyon Avenue,Rutland,MA,01543,MasterCard,6305.66
1830,Kristy,Tate,3632 Wood Street,New Orleans,LA,70113,Visa,8432.89
1831,Martha,Severino,2876 Ward Road,El Paso,TX,79912,MasterCard,14663.27
1832,Carol,Tiano,2023 Morgan Street,Tallahassee,FL,32301,MasterCard,0.00
1833,Leslie,Delgado,136 Burke Street,Lexington,MA,02421,Visa,7130.19
1834,Paul,Morrison,2130 Renwick Drive,Portland,PA,97205,Visa,9207.49
1835,James,George,4055 Reeves Street,Weyauwega,WI,54983,Discover,0.00
1836,Curtis,Simonsen,3158 Hummingbird Way,Boston,MA,02199,Visa,3912.90
1837,Robert,Smallwood,2056 Robinson Court,Caro,MI,48723,Discover,1610.14
1838,Reginald,Harris,2229 Centennial Farm Road,Havelock,IA,50546,Visa,1831.16
1839,Jennifer,Cook,2889 Stratford Drive,Kealakekua,HI,96750,MasterCard,0.00
1840,Elizabeth,Unruh,1396 Coal Road,Pittston,PA,18640,Visa,3281.46
1841,Mary,Sleeper,2766 Sundown Lane,Austin,TX,78752,Visa,5662.46
1842,Nicole,Franklin,4009 Hemlock Lane,Harlingen,TX,78550,MasterCard,0.00
1843,James,Hernandez,1687 Wilson Street,Apple Valley,CA,92308,Visa,7580.70
1844,Leslie,Pringle,3177 Marie Street,Millington,MD,21651,MasterCard,3206.22
1845,Rene,Allen,2123 Joanne Lane,Boston,MA,02110,Visa,9342.80
1846,Lana,Shockey,366 Cedar Lane,Boston,MA,02199,Visa,19920.88
1847,James,Maize,1569 Heavner Avenue,Smyrna,GA,30080,Discover,3954.35
1848,Deborah,Benedict,4732 Liberty Avenue,Pomona,CA,91766,Visa,0.00
1849,Marion,Roberts,3496 Copperhead Road,Middletown,CT,06457,Visa,0.00
1850,Joanna,Mauldin,772 Wayback Lane,New York,NY,10013,MasterCard,0.00
1851,Carlton,Mcneil,824 Benson Street,Crescent Lake,WI,54501,MasterCard,6207.86
1852,Suzan,Reilly,1761 Oakdale Avenue,Mulberry,FL,33860,MasterCard,10620.07
1853,Gregory,Jackson,2192 Preston Street,Florence,KS,66851,Visa,0.00
1854,Roberta,Turner,4933 Little Acres Lane,Peoria,IL,61602,MasterCard,11568.87
1855,Miriam,Busch,4860 Buckhannan Avenue,Camillus,NY,13031,MasterCard,4226.94
1856,Robert,Gastelum,690 Tree Top Lane,Philadelphia,PA,19108,Discover,0.00
1857,John,Johnson,811 Edgewood Road,Magnolia,AR,71753,Visa,2990.56
1858,Edward,Foust,1830 Shearwood Forest Drive,Manchester,NH,03101,Visa,7394.84
1859,Arline,Hanrahan,1507 Clark Street,Levittown,NY,11756,Discover,3013.51
1860,David,Kent,2762 Goldleaf Lane,Jersey City,NJ,07304,Visa,7418.80
1861,Gregory,Escobar,104 Kelly Street,Davidson,NC,28036,Visa,0.00
1862,Sherry,Taylor,1142 Brooklyn Street,Seven Fountains,VA,22653,MasterCard,0.00
1863,Edwin,Marlowe,2707 Pointe Lane,Boca Raton,FL,33487,MasterCard,11892.16
1864,Kim,Chun,837 Confederate Drive,Syracuse,NY,13202,Visa,0.00
1865,William,Moore,3375 Locust Street,Leesburg,GA,31763,MasterCard,9385.10
1866,Heather,Armstrong,479 Ethels Lane,Avon Park,FL,33825,Visa,4147.00
1867,Jack,Evangelista,1905 Red Maple Drive,City Of Commerce,CA,90040,Discover,0.00
1868,Danny,Nakamura,4247 Steve Hunt Road,Miami,FL,33179,Discover,5872.22
1869,Carolyn,Gonzales,3867 Prospect Valley Road,Gardena,CA,90248,Visa,10004.48
1870,Chad,Lockridge,4798 Hershell Hollow Road,Bristol,TN,37620,Discover,1256.65
1871,George,Brady,709 Charack Road,Seymour,IN,47274,MasterCard,0.00
1872,Linda,Pearson,1407 Brannon Street,Los Angeles,CA,90017,Visa,16847.38
1873,Linda,Scott,1335 Mcwhorter Road,Greenwood,MS,38930,MasterCard,9371.18
1874,Rick,Bateman,561 Willison Street,Golden Valley,MN,55427,MasterCard,2411.53
1875,James,Grijalva,1629 Marie Street,Baltimore,MD,21202,Visa,0.00
1876,Terry,Marsh,286 Custer Street,Erie,PA,16505,MasterCard,11089.59
1877,Joseph,Munoz,1919 Rafe Lane,Southaven,MS,38671,MasterCard,10398.82
1878,Betty,Bruck,3110 Simons Hollow Road,Scranton,PA,18503,Visa,15694.77
1879,Blanche,Papas,866 Randolph Street,Cambridge,MA,02141,MasterCard,1878.64
1880,Jessica,Foley,2187 American Drive,Monticello,FL,32344,MasterCard,8808.93
1881,Myrtle,Orosco,624 Windy Ridge Road,Fort Wayne,IN,46802,Visa,0.00
1882,Samuel,Jackson,1690 Hilltop Street,Northadams,MA,01247,Visa,4095.63
1883,Daniel,Moss,3641 Crummit Lane,Omaha,NE,68114,Visa,7040.59
1884,Johnny,Innes,2151 Cardinal Lane,Warsaw,IL,62379,MasterCard,0.00
1885,Edgar,Barron,298 Duncan Avenue,Whitestone,NY,11357,MasterCard,6986.15
1886,Clarence,Perry,1079 Dovetail Estates,Oklahoma City,OK,73102,MasterCard,15180.72
1887,Heidi,Thomas,4879 Hoffman Avenue,New York,NY,10016,MasterCard,0.00
1888,Kathryn,Cox,3695 Junior Avenue,East Point,GA,30344,MasterCard,0.00
1889,Harold,Otto,2090 Heavens Way,Los Angeles,CA,90017,Visa,15558.42
1890,Steve,Anderson,566 Joyce Street,Mobile,AL,36602,MasterCard,0.00
1891,Gregory,Greco,1548 Poling Farm Road,Omaha,NE,68102,MasterCard,9724.79
1892,Louise,Reed,975 Camel Back Road,Bartlesville,OK,74003,Visa,6772.97
1893,Seth,Villarreal,4329 Chapmans Lane,Albuquerque,NM,87102,Visa,8620.90
1894,Gabriel,Miler,3441 Cunningham Court,Southfield,MI,48075,MasterCard,0.00
1895,William,Denison,154 Rhapsody Street,Gainesville,FL,32601,Visa,0.00
1896,Michelle,Vierra,3286 Ashmor Drive,Moorhead,MN,56560,MasterCard,7583.90
1897,Henry,Pinette,3543 East Avenue,Phoenix,AZ,85003,MasterCard,1005.22
1898,Willie,Irwin,1544 Green Acres Road,Moyock,NC,27958,Visa,7260.44
1899,Charles,Frasier,3900 Stewart Street,Indianapolis,IN,46225,MasterCard,3646.31
1900,Franklin,Moore,3914 Freed Drive,Stockton,CA,95202,Visa,20211.57
1901,Fernando,Cruz,3559 Chapmans Lane,Albuquerque,NM,87110,MasterCard,0.00
1902,Robert,Davis,4073 Bailey Drive,Cedar Rapids,IA,52402,MasterCard,4088.07
1903,Celia,Tabarez,4144 Collins Avenue,Westerville,OH,43081,MasterCard,1502.80
1904,Audrey,Holmes,4134 Red Hawk Road,Minneapolis,MN,55401,Visa,22259.27
1905,Carrie,Josephs,2168 Illinois Avenue,Portland,OR,97204,Visa,10020.48
1906,Betty,Peters,867 Ripple Street,Saginaw,MI,48607,MasterCard,6480.22
1907,Helene,Shook,1152 Jerome Avenue,Harlingen,TX,78550,Visa,0.00
1908,Tina,Hawker,2100 Kessla Way,Charleston,SC,29403,MasterCard,3282.99
1909,Harold,Avery,154 Florence Street,Dallas,TX,75201,MasterCard,10956.00
1910,Bethany,Osullivan,1209 Horner Street,Cuyahoga Falls,OH,44221,Visa,13863.96
1911,Clayton,Zumwalt,108 South Street,Rankin,TX,79778,Visa,3738.08
1912,Christopher,Harper,3180 Oakmound Road,Chicago,IL,60657,MasterCard,4215.90
1913,Kay,Baker,1782 Christie Way,Cambridge,MA,02141,Discover,10088.02
1914,Jared,Lindberg,2859 Hill Croft Farm Road,Redding,CA,96001,Visa,8052.65
1915,Latonya,Bishop,4838 Carriage Lane,Bloomsburg,PA,17815,MasterCard,7945.16
1916,Pamela,Carpenter,1634 Goodwin Avenue,Spokane Valley,WA,99206,Visa,4816.56
1917,Charles,Bost,4247 Cottonwood Lane,Wyoming,MI,49509,Visa,0.00
1918,Mary,Cotter,2694 Hillside Drive,Bedford,MA,01730,Visa,7809.81
1919,Steven,Larocca,3868 Poplar Street,Oak Park,IL,60300,Visa,14699.37
1920,Ryan,Howard,2606 Parkway Drive,Tucson,AZ,85701,MasterCard,3704.20
1921,Phillip,Coker,4229 Peck Street,Nashua,NH,03060,MasterCard,2726.39
1922,Della,Brown,4600 Dog Hill Lane,Victoria,KS,67671,Visa,0.00
1923,Valerie,Head,4705 Carriage Court,Coachella,CA,92236,MasterCard,4284.45
1924,Sherry,Johnson,3510 Travis Street,Fort Pierce,FL,34950,Discover,6853.79
1925,Maggie,Mckinzie,699 Tibbs Avenue,Lambert,MT,59243,Visa,0.00
1926,Derrick,Leeper,2817 Abia Martin Drive,Brentwood,NY,11717,Visa,3325.29
1927,Miguel,Smith,4368 Timbercrest Road,Elmendorf,AK,99506,MasterCard,4331.53
1928,Troy,Lloyd,3244 Tail Ends Road,Menasha,WI,54952,Visa,0.00
1929,Nicholas,Rosa,345 Honeysuckle Lane,Vancouver,WA,98686,Discover,7074.76
1930,Jeannette,Hollingsworth,400 Heavner Avenue,Carrollton,GA,30117,MasterCard,0.00
1931,Santos,Davis,3760 Thunder Road,San Jose,CA,95113,Discover,0.00
1932,Antoine,Adkins,2477 Seneca Drive,Willamina,OR,97396,Discover,2091.98
1933,David,Lavelle,4837 Earnhardt Drive,Louisville,KY,40242,Visa,5098.41
1934,Stacy,Quick,431 Camden Place,Hendersonville,SC,29488,Visa,10747.33
1935,Joseph,Pincus,4344 Emeral Dreams Drive,Elk Grove Village,IL,60007,Visa,18982.07
1936,Leslie,Craig,4083 West Side Avenue,North Bergen,NJ,07047,MasterCard,5771.94
1937,Laura,Miller,784 Front Street,Detroit,MI,48226,MasterCard,0.00
1938,Noreen,Dunavant,454 Kinney Street,Easthampton,MA,01027,MasterCard,5481.02
1939,Brooke,Humphrey,2399 Jones Avenue,Greensboro,NC,27401,Discover,7122.24
1940,Carlos,Lewis,426 Denver Avenue,Riverside,CA,92501,Visa,5616.69
1941,Gary,Williams,2569 Catherine Drive,Bismarck,ND,58506,MasterCard,5674.97
1942,Albert,Lane,3832 Grey Fox Farm Road,Houston,TX,77006,MasterCard,6869.12
1943,Angela,Fink,645 Thompson Street,Los Angeles,CA,90017,Visa,1835.79
1944,Martin,Gross,609 Stoney Lonesome Road,Jersey Shore,PA,17740,Visa,0.00
1945,John,Williams,645 Red Maple Drive,Santa Fe Springs,CA,90670,Visa,1460.26
1946,Joyce,Loughlin,3222 Snowbird Lane,Plymouth,NE,68424,Discover,7825.79
1947,Marci,Johnson,2162 Callison Lane,Newark,DE,19711,Discover,0.00
1948,Molly,Pruitt,3176 Flinderation Road,Arlington Heights,IL,60005,Visa,10083.99
1949,Heather,Bond,3619 Buffalo Creek Road,Nashville,TN,37211,Discover,7489.16
1950,Elma,Yelle,4340 Thomas Street,Hoffman Estates,IL,60195,MasterCard,3823.41
1951,Jerry,Clary,1020 Lakeland Terrace,Southfield,MI,48235,Visa,0.00
1952,Gale,White,859 Nancy Street,Raleigh,NC,27601,Visa,11116.19
1953,Ginger,Rager,1784 Coal Street,Altoona,PA,16601,Visa,7033.07
1954,Lisa,Little,2037 Forest Avenue,Elmsford,NY,10523,MasterCard,6963.32
1955,Gillian,Delarosa,1549 Johnny Lane,Waukesha,WI,53186,Visa,3647.15
1956,Mervin,Bearden,2236 Keyser Ridge Road,Greensboro,NC,27401,Discover,2397.66
1957,Jackson,Honig,740 Pick Street,Loveland,CO,80537,Discover,3352.24
1958,Lillian,Garcia,4335 Red Dog Road,Charlotte,NC,28208,MasterCard,1245.87
1959,Anna,Alexander,1879 Stroop Hill Road,Atlanta,GA,30303,MasterCard,2197.03
1960,Corey,Wysocki,4297 Goff Avenue,Paw Paw,MI,49079,Visa,5255.23
1961,Melvin,Poisson,467 Richison Drive,Huntley,MT,59037,Visa,13190.90
1962,David,Martin,293 Sardis Station,Minneapolis,MN,55414,MasterCard,3280.13
1963,Charles,Just,2619 Modoc Alley,Eagle,ID,83642,Visa,25277.25
1964,Anthony,Hansen,2968 Quiet Valley Lane,Agoura,CA,91301,Discover,3840.53
1965,Nicole,Adams,2408 Morningview Lane,Des Moines,IA,50309,MasterCard,10038.52
1966,Heather,Mason,4812 Carriage Lane,Toledo,OH,43615,Discover,0.00
1967,Eleanor,Ingram,4792 Locust View Drive,San Jose,CA,95113,MasterCard,1883.26
1968,Dorothy,Rogers,1868 Daylene Drive,West Bloomfield,MI,48033,MasterCard,0.00
1969,Judith,Mcgill,4307 Sundown Lane,Austin,TX,78701,Visa,16836.56
1970,Debra,Blanton,1380 Adonais Way,Dunwoody,GA,30338,Visa,2293.63
1971,Jan,Monier,516 Chatham Way,Reston,MD,22090,MasterCard,0.00
1972,Charles,Kent,3386 Henry Ford Avenue,New York,NY,10016,Discover,7800.18
1973,Linda,Walker,211 Aviation Way,Los Angeles,CA,90071,MasterCard,3577.44
1974,Mary,Romero,2052 Bird Street,Carrizozo,NM,88301,MasterCard,11199.19
1975,Jackie,Mora,3797 Hillview Drive,Rohnert Park,CA,94928,MasterCard,3005.87
1976,Frederick,Reid,58 Elk Rd Little,Tucson,AZ,85701,MasterCard,9516.63
1977,Molly,Roberts,3433 Ashton Lane,Austin,TX,78741,MasterCard,8320.16
1978,Joni,Craig,76 Fieldcrest Road,Garden City,NY,11530,Visa,0.00
1979,Marion,Clay,4793 Wildwood Street,Akron,OH,44305,Visa,7616.15
1980,Jayson,Hall,4547 Euclid Avenue,Los Angeles,CA,90014,Visa,16685.62
1981,Dale,Kinser,4232 Lindale Avenue,San Francisco,CA,94105,MasterCard,7205.19
1982,Paul,Long,4428 Cost Avenue,Emmitsburg,MD,21727,Visa,16690.70
1983,Jeraldine,Martin,1087 Woodlawn Drive,Sheboygan Falls,WI,53085,Visa,0.00
1984,Amy,Jones,2980 Dovetail Drive,Buffalo Grove,IL,60089,Discover,0.00
1985,Anthony,Littleton,4176 Musgrave Street,Oklahoma City,OK,73107,Visa,13388.54
1986,Donna,Taylor,2087 Laurel Lane,Midland,TX,79701,Visa,15431.51
1987,Thomas,Kerr,1649 East Avenue,Phoenix,AZ,85004,Discover,5925.33
1988,April,Langford,3031 Michigan Avenue,Imperial,PA,15126,Visa,10605.80
1989,Jessica,Rishel,4133 Overlook Drive,Indianapolis,IN,46278,Visa,18202.85
1990,Christopher,Moore,465 Corpening Drive,Farmington Hills,MI,48335,MasterCard,10720.28
1991,Mary,Strong,244 Leo Street,Denver,CO,80202,MasterCard,9486.55
1992,Ellen,Stevenson,4796 Woodridge Lane,Memphis,TN,38111,MasterCard,13037.46
1993,Tammy,Hunter,2279 Columbia Boulevard,Baltimore,MD,21206,MasterCard,7303.01
1994,Oliver,Plunkett,1781 Brown Street,San Francisco,CA,94104,Visa,11003.13
1995,Kim,Parris,2137 Brentwood Drive,Austin,TX,78759,Visa,0.00
1996,Virginia,Robins,3986 Freed Drive,Stockton,CA,95202,Visa,19017.26
1997,Nancy,Chen,4875 Grove Street,East Northport,NY,11731,MasterCard,8419.55
1998,Phillip,Lee,4270 Walt Nuzum Farm Road,East Rochester,NY,14445,Visa,3417.80
1999,Clinton,Willems,4655 Keyser Ridge Road,Burlington,NC,27215,MasterCard,0.00
2000,Meagan,Daddario,1878 Perine Street,Leesburg,VA,22075,MasterCard,0.00
2001,Caroline,White,1410 Jadewood Farms,Cedar Knolls,NJ,07927,MasterCard,4687.60
2002,Jean,Jones,4903 Haymond Rocks Road,Lincoln City,OR,97367,Visa,4281.01
2003,Matthew,Head,479 Rodney Street,Saint Louis,MO,63103,Visa,2772.82
2004,Zelma,Oswald,3567 Pine Street,Pittsburgh,PA,15219,MasterCard,3618.62
2005,Meagan,Miller,3685 Charmaine Lane,Milo Center,TX,79045,MasterCard,10888.05
2006,Terri,Duckworth,1979 Fieldcrest Road,Huntington,NY,11743,Visa,0.00
2007,Juliana,Sanborn,1089 Fulton Street,Montgomery,WV,25136,MasterCard,2187.18
2008,Jesse,Erickson,3122 Cambridge Drive,Phoenix,AZ,85027,Visa,0.00
2009,Imogene,Perry,3393 Corbin Branch Road,Chattanooga,TN,37421,Visa,11118.03
2010,Maryann,Bryant,1065 Pearlman Avenue,Lowell,MA,01852,Visa,7356.84
2011,Della,Carter,434 Mandan Road,Columbia,MO,65207,MasterCard,7966.13
2012,Franklin,Flippen,2122 Wines Lane,Houston,TX,77002,Visa,5813.55
2013,Harold,Mcdaniel,2286 Philli Lane,Coweta,OK,74429,Discover,5618.27
2014,Ashley,Bracey,407 Mount Olive Road,East Point,GA,30344,MasterCard,7249.38
2015,Kim,Holt,2809 Bagwell Avenue,Weekiwachee Spgs.,FL,32512,Visa,3116.15
2016,Stephen,Pennington,4658 Holly Street,Rome,GA,30161,MasterCard,0.00
2017,Irene,Grogan,412 Simpson Avenue,Harrisburg,PA,17109,MasterCard,0.00
2018,Warren,Mcleod,3632 Carson Street,California,CA,02110,Visa,5501.80
2019,Michelle,Oreilly,3337 Pineview Drive,Saint Peter,MN,56082,MasterCard,6546.35
2020,Gloria,Copeland,2198 Atha Drive,Bakersfield,CA,93307,Discover,0.00
2021,Sarah,Little,3641 Hillview Drive,Concord,CA,94520,MasterCard,9123.32
2022,Angela,Talbot,1189 School House Road,Hattiesburg,MS,39402,MasterCard,9913.21
2023,Jenna,Belcher,4581 Pearl Street,Sacramento,CA,95814,Visa,8321.52
2024,Mark,Anderson,1720 Johnstown Road,Wheeling,IL,60090,Discover,2251.44
2025,Billy,Dempster,4819 Worthington Drive,Grand Prairie,TX,75051,Visa,3749.44
2026,Douglas,Lozano,4813 Briarwood Road,Springfield,MO,65806,MasterCard,8516.92
2027,Albert,Vaca,2421 Alpha Avenue,Longview,TX,75601,Discover,0.00
2028,Stephen,Dobson,3799 Fairfax Drive,Rochelle Park,NJ,07662,Visa,12846.65
2029,Ida,Dryden,312 Edwards Street,Columbia,NC,27925,Visa,4405.25
2030,Donald,Nixon,4490 Brown Street,Phoenix,AZ,85040,MasterCard,0.00
2031,Dick,Sanchez,870 Thompson Drive,San Francisco,CA,94104,Visa,10088.56
2032,Jessica,Bradley,3684 Woodland Avenue,Larose,LA,70373,MasterCard,1694.85
2033,Terry,Moir,595 Holden Street,Metropolis,IL,62960,MasterCard,14360.26
2034,Bonnie,Anwar,4784 Hillview Street,Columbia,SC,29210,Visa,5363.06
2035,Carol,Timms,2711 Hog Camp Road,Calumet City,IL,60409,Discover,0.00
2036,Howard,Jones,105 Poling Farm Road,Bellevue,NE,68005,MasterCard,4469.31
2037,Jean,Moran,1435 Werninger Street,Sugar Land,TX,77478,Visa,0.00
2038,Michael,Patterson,2388 Brentwood Drive,Austin,TX,78749,Visa,6612.22
2039,Suzy,True,3472 Randolph Street,Mattapoisett,MA,02739,MasterCard,0.00
2040,Deborah,Lane,4766 Richison Drive,Missoula,MT,59801,Discover,5637.68
2041,Lillia,Hammer,4 Sussex Court,Copperas Cove,TX,76552,Visa,10209.32
2042,Larry,Smith,2778 Felosa Drive,Santa Anna,TX,76878,Visa,24801.66
2043,Benjamin,Wood,4339 Vine Street,Schaumburg,IL,60173,Visa,7143.50
2044,Robert,Garza,2762 Eden Drive,Richmond,VA,23219,Discover,4172.10
2045,Mark,Nichols,2379 Eagle Lane,Eagle Bend,MN,56446,Visa,2355.93
2046,Brooks,Price,3608 State Street,Detroit,MI,48213,MasterCard,3028.23
2047,Marcy,Matthews,4741 Saint Marys Avenue,East Syracuse,NY,13057,Visa,26203.89
2048,Allison,Hill,750 Blane Street,Saint Louis,MO,63141,Visa,6622.17
2049,Wayne,Ash,66 Commerce Boulevard,La Vista,NE,68128,MasterCard,14496.94
2050,Doris,Flannery,3759 Arlington Avenue,Little Rock,AR,72212,Visa,10122.20
2051,Jane,Mendes,4854 Rinehart Road,Miami,FL,33128,MasterCard,4378.84
2052,Alice,Escobar,1217 Cabell Avenue,Washington,VA,20011,MasterCard,6402.16
2053,Anthony,Taylor,3524 Wilson Street,Shoshone,CA,92384,MasterCard,11025.75
2054,Jennifer,Sequeira,1812 Star Route,Cicero,IL,60650,Discover,1256.10
2055,Louise,Wood,1594 Fidler Drive,San Antonio,TX,78212,MasterCard,4123.33
2056,Erica,Robinson,3532 Cody Ridge Road,Guymon,OK,73942,MasterCard,13805.79
2057,Julian,Levine,1701 Hall Place,De Berry,TX,75639,Visa,0.00
2058,Tonya,Suarez,4583 Ingram Street,Marshall,OH,45133,Visa,25642.38
2059,Cletus,Hageman,2596 Wyatt Street,Boca Raton,FL,33434,Discover,6783.02
2060,Monica,Hensley,2227 Stratford Drive,Keauhou,HI,96740,Visa,15805.33
2061,Sara,Simmons,1103 River Road,Buena Vista,CO,81211,Visa,0.00
2062,Mary,Nelson,2565 Charla Lane,Plano,TX,75074,MasterCard,0.00
2063,Carl,Carroll,880 Ingram Street,Dayton,OH,45402,MasterCard,8475.08
2064,Anita,Wright,1367 Middleville Road,Pasadena,CA,91104,Visa,11585.36
2065,Lillian,Courtois,1241 Stewart Street,Indianapolis,IN,46204,MasterCard,1584.50
2066,Robert,Snell,4661 Red Dog Road,Charlotte,NC,28208,Discover,0.00
2067,Lynn,Hartt,97 Station Street,Concord,CA,94520,Discover,2985.76
2068,Nora,Prior,1184 Cedar Lane,Newton,MA,02160,Visa,2260.77
2069,Clarence,Mattison,895 Coulter Lane,Richmond,VA,23233,MasterCard,0.00
2070,Jackqueline,Hand,2728 Deercove Drive,Dallas,TX,75202,Discover,2592.59
2071,Josephine,Murray,4321 Logan Lane,Boulder,CO,80302,MasterCard,6460.42
2072,Gary,Cantu,1999 Conaway Street,Evansville,IN,47708,MasterCard,0.00
2073,Jennifer,Meek,2156 Cheshire Road,Stamford,CT,06901,Visa,7875.74
2074,Juanita,Peterson,3827 Roane Avenue,Savage,MD,20763,Visa,15484.52
2075,Glenda,Hansen,1269 Scenic Way,Bement,IL,61813,Visa,0.00
2076,Walter,Churchill,4482 Zimmerman Lane,Los Angeles,CA,90013,MasterCard,2762.51
2077,Daniel,Elliott,4358 Hill Haven Drive,Clifton,TX,76634,Visa,10276.68
2078,Glenn,Filkins,738 Richland Avenue,Porter,TX,77365,Discover,3803.22
2079,James,Phelan,1789 Cody Ridge Road,Keyes,OK,73947,Visa,6823.37
2080,Shari,Moore,3716 Hershell Hollow Road,Tukwila,WA,98168,Discover,6592.02
2081,Frank,Taylor,1174 Central Avenue,Jersey City,NJ,07304,MasterCard,0.00
2082,Caroline,Cook,3057 Jarvis Street,Buffalo,NY,14202,Discover,0.00
2083,Debra,Miller,4899 Short Street,Austin,TX,78723,Visa,5144.80
2084,Kelly,Smith,4932 Mcwhorter Road,Jackson,MS,39213,MasterCard,7978.09
2085,Margaret,Rivera,4964 Laurel Lane,Midland,TX,79701,MasterCard,0.00
2086,Carol,Willingham,3069 Harron Drive,Baltimore,MD,21201,Discover,7776.30
2087,Della,Trujillo,4687 Cherry Camp Road,Buffalo Grove,IL,60089,Visa,6403.97
2088,Henry,Lamanna,1995 Highland Drive,New Berlin,WI,53151,Discover,1003.79
2089,Pamela,Dickinson,3943 Stewart Street,Indianapolis,IN,46204,Discover,2683.57
2090,Katherine,Colon,4660 Flanigan Oaks Drive,Adelphi,MD,20783,MasterCard,7773.52
2091,Linda,Silverberg,103 Meadowbrook Mall Road,Gardena,CA,90248,Visa,4316.32
2092,Robert,Stephens,1294 Maple Avenue,Stockton,CA,95204,MasterCard,0.00
2093,Noel,Bizzell,4063 Thunder Road,San Francisco,CA,94103,Visa,8400.37
2094,Edward,Perkins,2359 Passaic Street,Washington,DC,20017,MasterCard,9091.76
2095,Aubrey,Nguyen,1440 Jadewood Farms,Landing,NJ,07843,Visa,3826.09
2096,Barbara,Lloyd,2415 Pike Street,San Diego,CA,92121,Discover,1263.00
2097,Arthur,Warrington,4602 Clement Street,Atlanta,GA,30303,Visa,16069.41
2098,Terry,Williams,411 McVaney Road,Asheville,NC,28801,MasterCard,4406.65
2099,Grace,Harris,1073 Michigan Avenue,Butler,PA,16001,Discover,0.00
2100,Leslie,Burns,631 Lilac Lane,Willacoochee,GA,31650,Discover,3194.46
2101,James,Starling,4476 Sycamore Circle,Bismarck,ND,58506,Discover,0.00
2102,Louis,Gonzalez,3408 Hidden Meadow Drive,Grand Forks Air Base,ND,58228,MasterCard,11212.58
2103,William,Sleeper,4754 Goosetown Drive,Arden,NC,28704,Discover,0.00
2104,Sherry,Lauer,3747 Birch  Street,El Paso,TX,79901,Visa,0.00
2105,Jacqueline,Griffith,3668 Ethels Lane,Lakeland,FL,33813,Visa,7657.60
2106,Anthony,Laney,3601 Vine Street,Park Ridge,IL,60068,MasterCard,5997.36
2107,Jason,Whittington,1279 Central Avenue,Union City,NJ,07087,Visa,6981.84
2108,Pamela,Anderson,808 Highland View Drive,Elk Grove,CA,95624,Visa,15558.31
2109,Phillip,Childers,2833 Eva Pearl Street,Baton Rouge,LA,70814,MasterCard,0.00
2110,Cynthia,Jones,4433 Washburn Street,Baton Rouge,LA,70814,Visa,13159.25
2111,Karl,Hollingshead,502 Kooter Lane,Charlotte,NC,28202,MasterCard,12252.86
2112,Joseph,Thornton,1005 Boundary Street,Jacksonville,FL,32218,MasterCard,6754.23
2113,Kevin,Peterson,289 Bastin Drive,Philadelphia,PA,19108,Visa,11187.68
2114,Cindy,Salley,4545 Brooke Street,Sugar Land,TX,77478,MasterCard,0.00
2115,Bertha,Templeton,3559 Cook Hill Road,Stamford,CT,06902,Discover,2258.76
2116,Nancy,Wright,4694 Wiseman Street,Knoxville,TN,37917,Visa,1681.01
